sha,author,date,message
18cf1e4497c9cb69f5baf1e518faf510a8e5212f,dependabot[bot],2022-02-02T08:01:19Z,"chore(deps-dev): bump lint-staged from 12.1.7 to 12.3.3

Bumps [lint-staged](https://github.com/okonet/lint-staged) from 12.1.7 to 12.3.3.
- [Release notes](https://github.com/okonet/lint-staged/releases)
- [Commits](https://github.com/okonet/lint-staged/compare/v12.1.7...v12.3.3)

---
updated-dependencies:
- dependency-name: lint-staged
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>"
365f9e7075f4fa0d10ee862c257862f4c026240e,dependabot[bot],2022-01-20T08:01:37Z,"chore(deps-dev): bump @commitlint/cli from 16.0.3 to 16.1.0

Bumps [@commitlint/cli](https://github.com/conventional-changelog/commitlint/tree/HEAD/@commitlint/cli) from 16.0.3 to 16.1.0.
- [Release notes](https://github.com/conventional-changelog/commitlint/releases)
- [Changelog](https://github.com/conventional-changelog/commitlint/blob/master/@commitlint/cli/CHANGELOG.md)
- [Commits](https://github.com/conventional-changelog/commitlint/commits/v16.1.0/@commitlint/cli)

---
updated-dependencies:
- dependency-name: ""@commitlint/cli""
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>"
c63fc6fa59cb0ec8edaabdadbda157179e8e6116,dependabot[bot],2022-01-20T08:01:22Z,"chore(deps-dev): bump @commitlint/prompt from 16.0.0 to 16.1.0

Bumps [@commitlint/prompt](https://github.com/conventional-changelog/commitlint/tree/HEAD/@commitlint/prompt) from 16.0.0 to 16.1.0.
- [Release notes](https://github.com/conventional-changelog/commitlint/releases)
- [Changelog](https://github.com/conventional-changelog/commitlint/blob/master/@commitlint/prompt/CHANGELOG.md)
- [Commits](https://github.com/conventional-changelog/commitlint/commits/v16.1.0/@commitlint/prompt)

---
updated-dependencies:
- dependency-name: ""@commitlint/prompt""
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>"
244ce408f6a2da3f3e7ce618d1e972e912c2d214,HospitalRun Bot,2022-01-04T08:53:31Z,Merge branch 'master' into dependabot/npm_and_yarn/commitlint/core-16.0.0
08b027c1345728caaaeac9b492654af5fc404804,Matteo Vivona,2022-01-04T08:53:01Z,"Merge pull request #2869 from HospitalRun/dependabot/npm_and_yarn/commitlint/cli-16.0.1

chore(deps-dev): bump @commitlint/cli from 15.0.0 to 16.0.1"
eec4152477a3d0bf2c440bd8077794d5eb8f515b,Matteo Vivona,2022-01-04T08:43:04Z,Merge branch 'master' into dependabot/npm_and_yarn/commitlint/core-16.0.0
021fb0e13af862cc859186e2ccce8b4c850fb2e4,Matteo Vivona,2022-01-04T08:42:16Z,Merge branch 'master' into dependabot/npm_and_yarn/commitlint/cli-16.0.1
733113fc83fe2f8eb6232503ca5bc8024546260c,Matteo Vivona,2022-01-04T08:41:51Z,"Merge pull request #2870 from HospitalRun/dependabot/npm_and_yarn/date-fns-2.28.0

chore(deps): bump date-fns from 2.27.0 to 2.28.0"
b0a6780cd577856e4cb31ff81f6a822dbb493c07,HospitalRun Bot,2022-01-02T18:28:13Z,Merge branch 'master' into dependabot/npm_and_yarn/commitlint/cli-16.0.1
3c77cee6a5865dd620e9f9d1ea9299ec59303be5,HospitalRun Bot,2022-01-02T18:28:13Z,Merge branch 'master' into dependabot/npm_and_yarn/date-fns-2.28.0
d8a7ce207ff3099b2a9d3a24bbb9ad3c1eb83f96,Matteo Vivona,2022-01-02T18:26:32Z,"Merge pull request #2868 from HospitalRun/dependabot/npm_and_yarn/commitlint/prompt-16.0.0

chore(deps-dev): bump @commitlint/prompt from 15.0.0 to 16.0.0"
